source_file,angle_deg,output_file
image0.jpg,32.147765,img_0001.png
image1.jpg,321.626469,img_0002.png
image2.jpg,229.281507,img_0003.png
image3.jpg,186.568017,img_0004.png
image4.jpg,59.605451,img_0005.png
image5.jpg,274.231671,img_0006.png
image6.jpg,207.124484,img_0007.png
image7.jpg,308.510619,img_0008.png
image8.jpg,333.047559,img_0009.png
image9.jpg,302.438279,img_0010.png
